column1	column2
gene13713	GO:0046982, GO:0006352
gene13716	GO:0004713, GO:0005524, GO:0006468
gene13718	GO:0003676
gene13719	GO:0005643, GO:0017056
gene13721	GO:0008237, GO:0016805, GO:0034701, GO:0006508
gene13722	GO:0003755, GO:0000413, GO:0006457
gene13723	GO:0005622, GO:0016020, GO:0005525, GO:0007264, GO:0015031
gene13728	GO:0016020, GO:0007411
gene13731	GO:0016021, GO:0004983, GO:0007187, GO:0007268
gene13732	GO:0016021, GO:0006810
gene13733	GO:0004729, GO:0006779, GO:0055114, GO:0015994
gene13734	GO:0005634, GO:0003677, GO:0006351
gene13735	GO:0005515
gene13736	GO:0005635, GO:0005783, GO:0005524
gene13737	GO:0016020, GO:0017128, GO:0017121, GO:0015914
gene13738	GO:0005515
gene13739	GO:0003676, GO:0005515
gene13740	GO:0016020, GO:0004888, GO:0005515, GO:0007224
gene13741	GO:0005515
gene13742	GO:0005622, GO:0016020, GO:0005525, GO:0007264, GO:0015031
gene13744	GO:0005634, GO:0005737, GO:0003676, GO:0003700, GO:0005515, GO:0046872, GO:0000122, GO:0048869, GO:0005667, GO:0045449
gene13747	GO:0016020, GO:0005524, GO:0016887
gene13748	GO:0005763
gene13750	GO:0016021, GO:0005337, GO:0015858
gene13751	GO:0004735, GO:0006561, GO:0055114, GO:0006525
gene13752	GO:0005515
gene13753	GO:0005622, GO:0016020, GO:0003924, GO:0005525, GO:0006886, GO:0006913, GO:0007264
gene13756	GO:0003723, GO:0008168
gene13757	GO:0008290, GO:0051016
gene13758	GO:0005634
gene13760	GO:0016757
gene13762	GO:0016021, GO:0005230, GO:0006811
gene13763	GO:0006396
gene13764	GO:0005730, GO:0030687, GO:0042134, GO:0000027, GO:0000460, GO:0000470
gene13765	GO:0042765, GO:0016255
gene13766	GO:0003755, GO:0000413, GO:0006457
gene13767	GO:0005515
gene13768	GO:0016272, GO:0006457
gene13769	GO:0005886, GO:0016021, GO:0004930, GO:0005509, GO:0005515, GO:0007156, GO:0007186
gene13770	GO:0046983
gene13771	GO:0003713, GO:0005667, GO:0045941
gene13772	GO:0009055, GO:0051537, GO:0006118
gene13773	GO:0003824
gene13775	GO:0005515
gene13776	GO:0016639, GO:0006520, GO:0055114, GO:0006118
gene13777	GO:0016491, GO:0008152
gene13779	GO:0005515, GO:0008270
gene13780	GO:0001739, GO:0016604, GO:0031519, GO:0003682, GO:0005515, GO:0008270, GO:0097027, GO:0000122, GO:0001701, GO:0009952, GO:0016573, GO:0048704, GO:0070301, GO:2001234
gene13782	GO:0005856, GO:0005925, GO:0004713, GO:0004871, GO:0005524, GO:0006468, GO:0007172
gene13783	GO:0046872
gene13785	GO:0016020, GO:0004888, GO:0005515, GO:0007166
gene13787	GO:0005840, GO:0003735, GO:0006412, GO:0042254
gene13788	GO:0005509, GO:0005515
gene13789	GO:0004553, GO:0005975
gene13790	GO:0004494, GO:0031419, GO:0046872, GO:0006550, GO:0006552, GO:0006574
gene13792	GO:0005515
gene13793	GO:0003677
gene13794	GO:0005737, GO:0006886, GO:0007033
gene13795	GO:0019773, GO:0004298, GO:0006511
gene13796	GO:0005634, GO:0005743, GO:0005758, GO:0005829, GO:0048471, GO:0003677, GO:0009055, GO:0016174, GO:0046983, GO:0071949, GO:0006309, GO:0006919, GO:0030182, GO:0030261, GO:0032981, GO:0045454, GO:0051402, GO:0055114, GO:0070059, GO:1902510, GO:0006118
gene13797	GO:0006396
gene13801	GO:0003676, GO:0046872
gene13802	GO:0003676
gene13803	GO:0006511
gene13804	GO:0005515
gene13806	GO:0004674, GO:0005524, GO:0006468, GO:0035556, GO:0009069
gene13807	GO:0005515
gene13808	GO:0005622, GO:0000287, GO:0005524, GO:0047325, GO:0052725, GO:0052726, GO:0032957
gene13816	GO:0003676, GO:0005524, GO:0008026, GO:0006310
gene13817	GO:0005515
gene13818	GO:0005887, GO:0004952, GO:0007187, GO:0007268
gene13821	GO:0005515, GO:0035556
gene13822	GO:0016020, GO:0005215, GO:0006814, GO:0055085
gene13823	GO:0005525
gene13824	GO:0005515, GO:0007165
gene13825	GO:0005509, GO:0005515, GO:0007050
gene13826	GO:0005856, GO:0005515
gene13828	GO:0005856, GO:0005515
gene13829	GO:0005856, GO:0005515
gene13830	GO:0005856, GO:0005515
gene13832	GO:0005737, GO:0004842, GO:0016874, GO:0042787
gene13833	GO:0016787
gene13834	GO:0005741, GO:0006886
gene13835	GO:0005515, GO:0035556
gene13837	GO:0016021, GO:0032580, GO:0005515, GO:0008424, GO:0033578, GO:0018146
gene13838	GO:0032797, GO:0005525
gene13839	GO:0005737, GO:0002161, GO:0004823, GO:0005524, GO:0006429, GO:0009097, GO:0009098, GO:0009099
gene13840	GO:0005839, GO:0004298, GO:0051603
gene13841	GO:0042302
gene13845	GO:0005488
gene13846	GO:0005515
gene13847	GO:0005794, GO:0006810
gene13848	GO:0003676, GO:0005524
gene13849	GO:0008017, GO:0045298
gene13851	GO:0030126, GO:0005198, GO:0005488, GO:0006886, GO:0016192
gene13852	GO:0004647, GO:0006564, GO:0006544, GO:0006566
gene13853	GO:0008234, GO:0006508
gene13855	GO:0071008, GO:0003677, GO:0003700, GO:0000390, GO:0006355, GO:0005667, GO:0045449
gene13856	GO:0000172, GO:0005655, GO:0003723, GO:0004540, GO:0006364, GO:0006379, GO:0008033, GO:0051252
gene13858	GO:0004672, GO:0005524, GO:0006468
gene13859	GO:0016021, GO:0004994, GO:0007187, GO:0007268
gene13860	GO:0016593, GO:0005515, GO:0006355, GO:0016570
gene13861	GO:0008234, GO:0006508
gene13862	GO:0005515, GO:0008270
gene13864	GO:0016021, GO:0004994, GO:0007187, GO:0007268
gene13865	GO:0003676, GO:0017112, GO:0043547
gene13868	GO:0016020, GO:0005215, GO:0055085
gene13869	GO:0016021, GO:0004983, GO:0007187, GO:0007268
gene13870	GO:0008270
gene13871	GO:0005515
gene13872	GO:0005515
gene13873	GO:0016021
gene13874	GO:0003676
gene13875	GO:0003676, GO:0046872
gene13876	GO:0007034
gene13877	GO:0005758, GO:1990050, GO:0015914
gene13880	GO:0005488
gene13881	GO:0005622, GO:0003677, GO:0004519, GO:0008270, GO:0006281
gene13882	GO:0005515
gene13883	GO:0005739, GO:0006461
gene13886	GO:0008237, GO:0008270, GO:0006508
gene13888	GO:0016021, GO:0032580, GO:0008417, GO:0006486, GO:0036065
gene13889	GO:0005515, GO:0008270
gene13890	GO:0005515
gene13891	GO:0016491, GO:0055114
gene13892	GO:0071564, GO:0043044
gene13895	GO:0004378, GO:0033164, GO:0000136
gene13900	GO:0004252, GO:0006508
gene13901	GO:0005581, GO:0005201, GO:0005515, GO:0005578
gene13902	GO:0008199, GO:0006826, GO:0006879
gene13903	GO:0042302
gene13908	GO:0045169, GO:0033227
gene13910	GO:0005515
gene13911	GO:0005515
gene13916	GO:0005515
gene13917	GO:0004252, GO:0006508
gene13918	GO:0005515
gene13920	GO:0005840, GO:0003735, GO:0006412, GO:0042254
gene13921	GO:0005515
gene13922	GO:0005737, GO:0004828, GO:0005524, GO:0006434, GO:0006544, GO:0006563, GO:0006566
gene13926	GO:0005515
gene13929	GO:0005737, GO:0097200, GO:0006508, GO:0097194
gene13931	GO:0005515
gene13932	GO:0031461, GO:0031625, GO:0006511
gene13933	GO:0016020, GO:0004970, GO:0006811, GO:0007165, GO:0007268
gene13934	GO:0016021, GO:0005515, GO:0055085
gene13935	GO:0005515
gene13936	GO:0003913, GO:0006281
gene13939	GO:0005515
gene13940	GO:0004672, GO:0005524, GO:0006468
gene13941	GO:0005524, GO:0015078, GO:0015992
gene13942	GO:0005515
gene13944	GO:0005622, GO:0016020, GO:0003924, GO:0005525, GO:0006886, GO:0006913, GO:0007264
gene13945	GO:0003676, GO:0005515, GO:0046872
gene13946	GO:0016491, GO:0055114
gene13947	GO:0005515, GO:0007165
gene13949	GO:0044699
gene13951	GO:0005515, GO:0008270
gene13957	GO:0016021, GO:0006506
gene13958	GO:0005673, GO:0006367
gene13959	GO:0042302
gene13960	GO:0031966, GO:0006839
gene13961	GO:0005515
gene13964	GO:0005576, GO:0008061, GO:0006030
gene13965	GO:0005506, GO:0016491, GO:0055114
gene13967	GO:0005506, GO:0016491, GO:0055114
gene13968	GO:0042302
gene13969	GO:0016491, GO:0055114
gene13972	GO:0005506, GO:0016491, GO:0055114
gene13973	GO:0016020, GO:0005215, GO:0055085
gene13975	GO:0016021
gene13981	GO:0016020, GO:0008083, GO:0007165, GO:0008283, GO:0040007
gene13984	GO:0003755, GO:0005515, GO:0008270, GO:0000413, GO:0006457
gene13985	GO:0016021
gene13991	GO:0004252, GO:0006508
gene13992	GO:0004252, GO:0006508
gene13993	GO:0016020, GO:0004970, GO:0006811, GO:0007165, GO:0007268
gene13999	GO:0005515, GO:0008270
gene14001	GO:0005515
gene14002	GO:0000166, GO:0003676
gene14006	GO:0008146
gene14007	GO:0005875, GO:0005524, GO:0016881, GO:0031625, GO:0061630, GO:0061631, GO:0000209, GO:0001751, GO:0007067, GO:0007140, GO:0007286, GO:0008054, GO:0016322, GO:0030718, GO:0031647, GO:0042787, GO:0045676, GO:0048132, GO:0051276
gene14008	GO:0005515
gene14010	GO:0005840, GO:0003735, GO:0006412, GO:0042254
gene14011	GO:0004114, GO:0006144
gene14012	GO:0016717, GO:0006629, GO:0055114
gene14013	GO:0000786, GO:0005634, GO:0003677, GO:0046982
gene14014	GO:0016020, GO:0006886, GO:0016192
gene14016	GO:0005576, GO:0005184, GO:0007218
gene14017	GO:0019825, GO:0020037
gene14018	GO:0016021, GO:0016323, GO:0004754, GO:0004983, GO:0042071, GO:0007204, GO:0031060, GO:0034969, GO:0055114, GO:2000252, GO:0006554, GO:0009085, GO:0007187, GO:0007268
gene14019	GO:0003676, GO:0016787, GO:0046872, GO:0008152
gene14021	GO:0005576, GO:0008061, GO:0006030
gene14023	GO:0005515
gene14024	GO:0005488
gene14025	GO:0000902, GO:0007023
gene14026	GO:0005839, GO:0004298, GO:0051603
gene14027	GO:0030176, GO:0051267, GO:0006506
gene14028	GO:0005515
gene14030	GO:0003676, GO:0016787, GO:0046872
gene14031	GO:0016021, GO:0007154, GO:0044767, GO:0048856
gene14032	GO:0008375, GO:0006486
gene14035	GO:0042302
gene14036	GO:0042302
gene14037	GO:0042302
gene14038	GO:0004568, GO:0005975, GO:0006032, GO:0016998
gene14039	GO:0004568, GO:0005975, GO:0006032, GO:0016998
gene14040	GO:0042302
gene14044	GO:0005515
gene14045	GO:0005634, GO:0005737, GO:0005515, GO:0008565, GO:0006606
gene14046	GO:0031362, GO:0016167, GO:0050839, GO:0007165
gene14049	GO:0043231, GO:0006914
gene14053	GO:0005515
gene14055	GO:0003824
gene14056	GO:0042393
gene14061	GO:0000776, GO:0034508
gene14062	GO:0005637, GO:0005638, GO:0003676, GO:0003777, GO:0005198, GO:0005524, GO:0008017, GO:0007018, GO:0008152, GO:0005874, GO:0045298
gene14063	GO:0070062, GO:0003743, GO:0003924, GO:0005525, GO:0005840, GO:0006446
gene14064	GO:0004672, GO:0005524, GO:0006468
gene14065	GO:0003682, GO:0006338, GO:0006355, GO:0006812, GO:0000785
gene14066	GO:0003993, GO:0006771, GO:0019497
gene14068	GO:0004674, GO:0005524, GO:0006468, GO:0009069
gene14069	GO:0004672, GO:0005524, GO:0006468
gene14070	GO:0005515
gene14073	GO:0043565, GO:0006355
gene14074	GO:0006914
gene14075	GO:0005515
gene14076	GO:0015450, GO:0006886, GO:0009941
gene14079	GO:0005615
gene14080	GO:0005634, GO:0003700, GO:0008270, GO:0006355, GO:0005667, GO:0045449
gene14081	GO:0004674, GO:0005515, GO:0009069, GO:0016310
gene14083	GO:0005763, GO:0003735, GO:0042254
gene14084	GO:0004252, GO:0006508
gene14085	GO:0004672, GO:0006468
gene14086	GO:0005506, GO:0016705, GO:0020037, GO:0055114
gene14087	GO:0005488
gene14088	GO:0016021
gene14089	GO:0005515, GO:0008270
gene14090	GO:0005667, GO:0003700, GO:0005515, GO:0006355, GO:0007179, GO:0045449
gene14091	GO:0005681, GO:0000386, GO:0003676, GO:0008270, GO:0000375
gene14092	GO:0005576, GO:0005179, GO:0007165
gene14093	GO:0003924
gene14094	GO:0004672, GO:0005524, GO:0046872, GO:0006468
gene14095	GO:0016021, GO:0008324, GO:0006812, GO:0055085
gene14097	GO:0005524, GO:0034551
gene14099	GO:0003676, GO:0046872
gene14100	GO:0005488
gene14101	GO:0005515
gene14102	GO:0005515
gene14104	GO:0043022, GO:0042256
gene14106	GO:0005515
gene14107	GO:0005643, GO:0046907
gene14108	GO:0016020, GO:0005262, GO:0005515, GO:0070588
gene14109	GO:0042302
gene14110	GO:0003676
gene14111	GO:0005840, GO:0003735, GO:0006414, GO:0042254
gene14112	GO:0003676
gene14113	GO:0000062
gene14114	GO:0000062
gene14115	GO:0042302
gene14116	GO:0042302
gene14118	GO:0005634
gene14120	GO:0004843, GO:0006511, GO:0016579
gene14121	GO:0005576, GO:0008289, GO:0006869, GO:0042157
gene14122	GO:0016020, GO:0015171, GO:0003333
gene14123	GO:0008889, GO:0006071, GO:0009395, GO:0046486
gene14124	GO:0005515
gene14126	GO:0000786, GO:0003677, GO:0046982
gene14129	GO:0005515
gene14130	GO:0000786, GO:0003677, GO:0046982
gene14131	GO:0016020, GO:0005524, GO:0016887, GO:0006810
gene14132	GO:0005524, GO:0016887
gene14133	GO:0005634, GO:0005737, GO:0005515, GO:0008565, GO:0006606
gene14135	GO:0000786, GO:0005634, GO:0003677, GO:0046982
gene14136	GO:0005515
gene14138	GO:0008253, GO:0046872, GO:0016311
gene14139	GO:0005789, GO:0016021, GO:0015031
gene14140	GO:0046872
gene14144	GO:0000786, GO:0003677, GO:0046982
gene14146	GO:0000786, GO:0003677, GO:0046982
gene14147	GO:0003995, GO:0050660, GO:0055114, GO:0006118
gene14148	GO:0004594, GO:0005524, GO:0015937, GO:0015940
gene14149	GO:0005942, GO:0005515, GO:0035014, GO:0035556
gene14150	GO:0000786, GO:0005634, GO:0003677, GO:0046982
gene14151	GO:0046872
gene14152	GO:0005515
gene14154	GO:0016020, GO:0005261, GO:0015672
gene14156	GO:0004672, GO:0005524, GO:0006468
gene14157	GO:0004114, GO:0007165, GO:0006144
gene14158	GO:0016491, GO:0008152
gene14161	GO:0005524, GO:0051082, GO:0006457
gene14163	GO:0005515
gene14164	GO:0005515
gene14169	GO:0003779
gene14171	GO:0016491, GO:0055114
gene14177	GO:0005488
gene14178	GO:0005515
gene14180	GO:0005669, GO:0006367
gene14181	GO:0016021, GO:0055085
gene14182	GO:0003676, GO:0046872
gene14183	GO:0004799, GO:0006231, GO:0006206
gene14184	GO:0003676, GO:0046872
gene14185	GO:0005515, GO:0008270
gene14187	GO:0005085, GO:0043087
gene14189	GO:0005652, GO:0005700, GO:0005819, GO:0016363, GO:0004500, GO:0005198, GO:0006584, GO:0006997, GO:0051225, GO:0006570
gene14190	GO:0000166, GO:0001882, GO:0003677, GO:0003887, GO:0008408, GO:0006270, GO:0042575
gene14191	GO:0005743, GO:0070469
gene14194	GO:0004842, GO:0005515, GO:0016567
gene14195	GO:0016459, GO:0003774, GO:0005515, GO:0005524
gene14196	GO:0005634, GO:0003700, GO:0008270, GO:0043565, GO:0006355, GO:0043401, GO:0005667, GO:0045449
gene14200	GO:0005739, GO:0046872, GO:0015031
gene14202	GO:0016021, GO:0055085
gene14203	GO:0005576, GO:0030414
gene14205	GO:0046872
gene14206	GO:0043565, GO:0006355
gene14207	GO:0008234, GO:0006508
gene14208	GO:0016020, GO:0005216, GO:0006811, GO:0055085
gene14209	GO:0005515
gene14211	GO:0005515
gene14212	GO:0005890, GO:0006813, GO:0006814
gene14213	GO:0003746, GO:0003924, GO:0005525, GO:0005840, GO:0006448
gene14215	GO:0003676
gene14217	GO:0003676
gene14219	GO:0004601, GO:0020037, GO:0006979, GO:0048477, GO:0055114, GO:0006804
gene14220	GO:0005615, GO:0052689, GO:0008152
gene14221	GO:0005634, GO:0006355
gene14222	GO:0005840, GO:0003735, GO:0006412, GO:0042254
gene14223	GO:0016021, GO:0055085
gene14224	GO:0016020, GO:0005524, GO:0016887
gene14226	GO:0005515
gene14227	GO:0008234, GO:0006508
gene14228	GO:0016020, GO:0005524, GO:0016887
gene14229	GO:0016020, GO:0005524, GO:0016887
gene14230	GO:0003700, GO:0043565, GO:0006355, GO:0005667, GO:0045449
gene14231	GO:0003700, GO:0043565, GO:0006355, GO:0005667, GO:0045449
gene14233	GO:0005576, GO:0008061, GO:0006030
gene14235	GO:0016020, GO:0005524, GO:0016887
gene14236	GO:0042600, GO:0004601, GO:0020037, GO:0006979, GO:0055114, GO:0006804
gene14237	GO:0016020, GO:0005524, GO:0016887
gene14238	GO:0004601, GO:0020037, GO:0006979, GO:0048477, GO:0055114, GO:0006804
gene14239	GO:0042600, GO:0004601, GO:0020037, GO:0006979, GO:0055114, GO:0006804
gene14240	GO:0016020, GO:0005524, GO:0016887
gene14241	GO:0005515
gene14242	GO:0016020, GO:0005524, GO:0016887
gene14245	GO:0016020, GO:0005524, GO:0016887
gene14247	GO:0016787
gene14248	GO:0016020, GO:0005524, GO:0016887
gene14249	GO:0016020, GO:0005524, GO:0016887
gene14250	GO:0003676
gene14251	GO:0003676
gene14252	GO:0003676
gene14259	GO:0005488
gene14261	GO:0003676, GO:0004386, GO:0005524
gene14266	GO:0003676, GO:0005524, GO:0008026
gene14270	GO:0005515
gene14272	GO:0016853, GO:0048029, GO:0005996
gene14274	GO:0005634, GO:0033186, GO:0006334
gene14275	GO:0005634
gene14276	GO:0005509
gene14277	GO:0005634
gene14278	GO:0008138, GO:0006470
gene14279	GO:0003723, GO:0009982, GO:0001522
gene14280	GO:0004674, GO:0005524, GO:0006468, GO:0009069
gene14281	GO:0005622, GO:0000166, GO:0003676, GO:0008408, GO:0006139
gene14282	GO:0016779, GO:0009435
gene14283	GO:0000309, GO:0004515, GO:0005524, GO:0009435, GO:0006769, GO:0019357
gene14285	GO:0005871, GO:0003777, GO:0008017, GO:0007018, GO:0005874, GO:0045298
gene14286	GO:0005488
gene14289	GO:0005623, GO:0016491, GO:0046983, GO:0050660, GO:0045454, GO:0055114
gene14290	GO:0005871, GO:0003777, GO:0005524, GO:0008017, GO:0007018, GO:0005874, GO:0045298
gene14294	GO:0044459, GO:0004970, GO:0006811, GO:0007165, GO:0007268
gene14296	GO:0046872
gene14299	GO:0005515
gene14301	GO:0016020, GO:0008417, GO:0006486
gene14303	GO:0003824, GO:0048037, GO:0008152
gene14306	GO:0005515
gene14307	GO:0000166, GO:0003676
gene14310	GO:0016020, GO:0060072, GO:0006813
gene14312	GO:0016020, GO:0060072, GO:0006813
gene14313	GO:0016020, GO:0060072, GO:0006813, GO:0055085
gene14314	GO:0016020, GO:0060072, GO:0006813, GO:0055085
gene14315	GO:0016020, GO:0060072, GO:0006813
gene14316	GO:0004672, GO:0005515, GO:0005524, GO:0006468
gene14318	GO:0016021, GO:0005524, GO:0042626, GO:0055085
gene14319	GO:0005515, GO:0008270
gene14321	GO:0000166, GO:0003723
gene14323	GO:0016021
gene14324	GO:0008146
gene14326	GO:0008146
gene14328	GO:0016021, GO:0004930, GO:0007186
gene14329	GO:0016020, GO:0004222, GO:0005524, GO:0006508
gene14330	GO:0008146
gene14333	GO:0005515
gene14334	GO:0005783, GO:0004656, GO:0005506, GO:0005515, GO:0016702, GO:0031418, GO:0055114, GO:0006525, GO:0006560, GO:0018401
gene14336	GO:0005515, GO:0008270
gene14341	GO:0030285, GO:0005262, GO:0048488, GO:0006816
gene14342	GO:0005634, GO:0003677, GO:0005515
gene14343	GO:0003676, GO:0003899, GO:0008270, GO:0006351, GO:0005730, GO:0006144, GO:0006206
gene14344	GO:0019211
gene14346	GO:0000139, GO:0016021, GO:0005338, GO:0005351, GO:0008643, GO:0015780
gene14347	GO:0005515
gene14348	GO:0005488, GO:0043248
gene14349	GO:0005839, GO:0004298, GO:0051603
gene14350	GO:0004672, GO:0005524, GO:0006468
gene14351	GO:0004222, GO:0046872, GO:0006508
gene14352	GO:0005840, GO:0032543, GO:0035167
gene14353	GO:0003676, GO:0046872
gene14355	GO:0004842, GO:0006915, GO:0032465, GO:0016567
gene14356	GO:0016772, GO:0008152
gene14357	GO:0031012, GO:0004222, GO:0005515, GO:0008270, GO:0006508
gene14358	GO:0003779, GO:0007015
gene14359	GO:0005622, GO:0006915
gene14363	GO:0016021, GO:0007155, GO:0042246
gene14364	GO:0005488
gene14366	GO:0016772, GO:0008152
gene14367	GO:0000166, GO:0003677, GO:0003887, GO:0008408, GO:0006260, GO:0042575
gene14368	GO:0016307, GO:0046488
gene14369	GO:0007094
gene14371	GO:0016021, GO:0007155, GO:0042246
gene14372	GO:0070836
gene14374	GO:0043231, GO:0051537
gene14375	GO:0016592, GO:0001104, GO:0006357
gene14376	GO:0005634, GO:0005737, GO:0016874, GO:0031625, GO:0061630, GO:0006301, GO:0070534
gene14377	GO:0004672, GO:0005524, GO:0006468
gene14378	GO:0005096, GO:0007165, GO:0043547
gene14380	GO:0008270
gene14382	GO:0016757, GO:0005975
gene14383	GO:0003677, GO:0030337, GO:0006275, GO:0042575
gene14385	GO:0008270
gene14388	GO:0016020, GO:0005215, GO:0006814, GO:0055085
gene14389	GO:0016787
gene14391	GO:0003676, GO:0046872
gene14394	GO:0005634, GO:0003677, GO:0003700, GO:0006357, GO:0005667, GO:0045449
gene14395	GO:0004672, GO:0005524, GO:0006468
gene14396	GO:0004672, GO:0005524, GO:0006468
gene14397	GO:0004672, GO:0005524, GO:0006468
gene14399	GO:0000922, GO:0005815, GO:0000226
gene14401	GO:0016021, GO:0004930, GO:0007186
gene14402	GO:0005515
gene14404	GO:0005743, GO:0006850
gene14405	GO:0016747, GO:0008152
gene14406	GO:0016787
gene14407	GO:0016020, GO:0005215, GO:0055085
gene14409	GO:0008270, GO:0042393
gene14410	GO:0005634
gene14411	GO:0016491, GO:0008152
gene14412	GO:0001726, GO:0005856, GO:0005925, GO:0005158, GO:0005200, GO:0051015, GO:0007016, GO:0007155, GO:0005899, GO:0007165
gene14413	GO:0001726, GO:0005856, GO:0005925, GO:0005158, GO:0005200, GO:0051015, GO:0007016, GO:0007155, GO:0005899, GO:0007165
gene14414	GO:0003700, GO:0043565, GO:0006355, GO:0005667, GO:0045449
gene14415	GO:0045335, GO:0005515, GO:0005547, GO:0006886, GO:0007067, GO:0090389
gene14417	GO:0005737, GO:0008168, GO:0016155, GO:0016620, GO:0016742, GO:0006730, GO:0009058, GO:0009258, GO:0055114
gene14418	GO:0003779, GO:0005096, GO:0000902, GO:0007010
gene14421	GO:0005488
gene14423	GO:0005856, GO:0005886, GO:0005929, GO:0030030
gene14424	GO:0016020
gene14426	GO:0016020
gene14427	GO:0005741, GO:0016021, GO:0004502, GO:0016174, GO:0050660, GO:0006569, GO:0019805, GO:0034354, GO:0043420, GO:0044550, GO:0055114, GO:0070189
gene14428	GO:0004502, GO:0071949, GO:0006569, GO:0019805
gene14429	GO:0004197, GO:0006508, GO:0006915
gene14432	GO:0004672, GO:0005524, GO:0006468
gene14433	GO:0005515
gene14434	GO:0004222, GO:0071586
gene14437	GO:0005515, GO:0008270
gene14438	GO:0016021
gene14439	GO:0003676, GO:0003899, GO:0006351, GO:0005730, GO:0006144, GO:0006206
gene14441	GO:0003676, GO:0005515, GO:0005524
gene14442	GO:0005524, GO:0016787
gene14443	GO:0016757, GO:0005975
gene14444	GO:0016538, GO:0000074, GO:0045859
gene14446	GO:0005856, GO:0003779, GO:0030036
gene14448	GO:0006508
gene14450	GO:0032981
gene14453	GO:0008146
gene14454	GO:0000811, GO:0003682, GO:0006260, GO:0000785
gene14455	GO:0005488
gene14456	GO:0005813, GO:0030496, GO:0005515, GO:0007346
gene14457	GO:0003755, GO:0004842, GO:0005044, GO:0030247, GO:0000413, GO:0006457, GO:0006955, GO:0016567, GO:0007165
gene14458	GO:0016020, GO:0007155
gene14460	GO:0005515
gene14461	GO:0005515
gene14464	GO:0003924, GO:0004871, GO:0019001, GO:0031683, GO:0007186
gene14465	GO:0005615, GO:0052689, GO:0008152
gene14466	GO:0005634, GO:0003700, GO:0003707, GO:0008270, GO:0043565, GO:0006355, GO:0043401, GO:0005667, GO:0045449
gene14467	GO:0005515
gene14469	GO:0004190, GO:0006508
gene14470	GO:0004190, GO:0006508
gene14473	GO:0005737, GO:0004631, GO:0006695
gene14475	GO:0005515, GO:0006887
gene14476	GO:0005515, GO:0006887
gene14477	GO:0003723
gene14478	GO:0016020, GO:0008378, GO:0006486
gene14480	GO:0016020, GO:0005484, GO:0006886, GO:0016192, GO:0005622
gene14481	GO:0016021
gene14487	GO:0016788, GO:0006629
gene14488	GO:0016021, GO:0000287, GO:0004012, GO:0005524, GO:0006812, GO:0015917
gene14489	GO:0016021, GO:0000287, GO:0004012, GO:0005524, GO:0006812, GO:0015917
gene14490	GO:0016021, GO:0000287, GO:0004012, GO:0005524, GO:0006812, GO:0015917
gene14491	GO:0004842, GO:0005515, GO:0016567
gene14492	GO:0016021, GO:0022857, GO:0055085
gene14493	GO:0003682, GO:0004190, GO:0032440, GO:0006338, GO:0006355, GO:0006508, GO:0055114, GO:0000785
gene14494	GO:0005515
gene14496	GO:0003810, GO:0018149
gene14499	GO:0004813, GO:0005524, GO:0006419, GO:0006522, GO:0006531
gene14500	GO:0016021, GO:0004930, GO:0007186
gene14502	GO:0003810, GO:0018149
gene14503	GO:0005488
gene14504	GO:0005515, GO:0008565, GO:0031204
gene14506	GO:0005622, GO:0005525, GO:0006886, GO:0007264
gene14507	GO:0004672, GO:0005515, GO:0005524, GO:0006468
gene14508	GO:0005515
gene14509	GO:0003676
gene14511	GO:0042302
gene14513	GO:0004672, GO:0005524, GO:0006468
gene14514	GO:0042302
gene14515	GO:0004672, GO:0005524, GO:0006468
gene14517	GO:0042302
gene14518	GO:0005488, GO:0006281
gene14519	GO:0000786, GO:0003677, GO:0046982
gene14520	GO:0005515
gene14522	GO:0005739, GO:0005829, GO:0004842, GO:0005515, GO:0016567
gene14523	GO:0005515, GO:0035556
gene14524	GO:0016021, GO:0055085
gene14525	GO:0016020
gene14527	GO:0005929, GO:0030991, GO:0003002, GO:0035295, GO:0035721, GO:0042384, GO:0048513, GO:0048598, GO:0050794, GO:0060429, GO:0061512
gene14528	GO:0043565, GO:0006355
gene14534	GO:0019825, GO:0020037
gene14535	GO:0008047, GO:0006689
gene14540	GO:0003747, GO:0005840, GO:0006444, GO:0006449, GO:0018444
gene14541	GO:0003676, GO:0008276, GO:0006479
gene14542	GO:0016020, GO:0015075, GO:0006811, GO:0055085
gene14543	GO:0008195, GO:0046839, GO:0006687, GO:0009395, GO:0046486
gene14551	GO:0042302
gene14552	GO:0005763, GO:0003735, GO:0042254
gene14553	GO:0008612
gene14554	GO:0005737, GO:0005515, GO:0007165
gene14555	GO:0008047, GO:0006689
gene14556	GO:0003676, GO:0005524
gene14557	GO:0016614, GO:0050660, GO:0055114
gene14558	GO:0016020, GO:0005215, GO:0006811, GO:0055085
gene14559	GO:0005391, GO:0005524, GO:0046872, GO:0006813, GO:0006814, GO:0005890
gene14560	GO:0016021, GO:0004983, GO:0007187, GO:0007268
gene14561	GO:0003676, GO:0046983
gene14564	GO:0003700, GO:0043565, GO:0006355, GO:0005667, GO:0045449
gene14565	GO:0019901, GO:0000079, GO:0006355
gene14566	GO:0008270, GO:0016491, GO:0055114
gene14567	GO:0005515
gene14568	GO:0036459, GO:0006511, GO:0016579
gene14571	GO:0046983
gene14572	GO:0005515, GO:0008270
gene14573	GO:0005622, GO:0016020, GO:0003924, GO:0005525, GO:0006886, GO:0006913, GO:0007264
gene14574	GO:0000228, GO:0006338
gene14575	GO:0003676, GO:0016787, GO:0046872, GO:0008152
